cve_ent,nom_ent,nom_abr,cve_mun,nom_mun,cve_cab,nom_cab,Pob_total,Total de viviendas habitadas,Pob_masculina,Pob_femenina
"01","Aguascalientes","Ags.","001","Aguascalientes","0001","Aguascalientes","948990","266942","462073","486917"
"01","Aguascalientes","Ags.","002","Asientos","0001","Asientos","51536","12544","25261","26275"
"01","Aguascalientes","Ags.","003","Calvillo","0001","Calvillo","58250","15556","28563","29687"
"01","Aguascalientes","Ags.","004","Cosío","0001","Cosío","17000","3938","8292","8708"
"01","Aguascalientes","Ags.","005","Jesús María","0001","Jesús María","129929","33229","64219","65710"
"01","Aguascalientes","Ags.","006","Pabellón de Arteaga","0001","Pabellón de Arteaga","47646","11470","23377","24269"
"01","Aguascalientes","Ags.","007","Rincón de Romos","0001","Rincón de Romos","57369","13584","28101","29268"
"01","Aguascalientes","Ags.","008","San José de Gracia","0001","San José de Gracia","9552","2381","4532","5020"
"01","Aguascalientes","Ags.","009","Tepezalá","0001","Tepezalá","22485","5425","11114","11371"
"01","Aguascalientes","Ags.","010","El Llano","0001","Palo Alto","20853","5211","10446","10407"
"01","Aguascalientes","Ags.","011","San Francisco de los Romo","0001","San Francisco de los Romo","61997","16391","30705","31292"
"02","Baja California","BC","001","Ensenada","0001","Ensenada","443807","139968","221307","222500"
"02","Baja California","BC","002","Mexicali","0001","Mexicali","1049792","330500","529248","520544"
"02","Baja California","BC","003","Tecate","0001","Tecate","108440","31176","57130","51310"
"02","Baja California","BC","004","Tijuana","0001","Tijuana","1922523","577011","968740","953783"
"02","Baja California","BC","005","Playas de Rosarito","0001","Playas de Rosarito","126890","38135","64386","62504"
"02","Baja California","BC","006","San Quintín","0001","San Quintín","117568","32773","59778","57790"
"03","Baja California Sur","BCS","001","Comondú","0001","Ciudad Constitución","73021","22242","36804","36217"
"03","Baja California Sur","BCS","002","Mulegé","0001","Santa Rosalía","64022","19436","33071","30951"
"03","Baja California Sur","BCS","003","La Paz","0001","La Paz","292241","91366","145803","146438"
"03","Baja California Sur","BCS","008","Los Cabos","0001","San José del Cabo","351111","101981","180944","170167"
"03","Baja California Sur","BCS","009","Loreto","0001","Loreto","18052","5635","9257","8795"
"04","Campeche","Camp.","001","Calkiní","0001","Calkiní","59232","15289","29170","30062"
"04","Campeche","Camp.","002","Campeche","0001","San Francisco de Campeche","294077","85353","141555","152522"
"04","Campeche","Camp.","003","Carmen","0001","Ciudad del Carmen","248845","72119","123043","125802"
"04","Campeche","Camp.","004","Champotón","0001","Champotón","78170","21474","39030","39140"
"04","Campeche","Camp.","005","Hecelchakán","0001","Hecelchakán","31917","8292","15713","16204"
"04","Campeche","Camp.","006","Hopelchén","0001","Hopelchén","42140","10243","21328","20812"
"04","Campeche","Camp.","007","Palizada","0001","Palizada","8683","2546","4423","4260"
"04","Campeche","Camp.","008","Tenabo","0001","Tenabo","11452","3066","5797","5655"
"04","Campeche","Camp.","009","Escárcega","0001","Escárcega","59923","16837","29468","30455"
"04","Campeche","Camp.","010","Calakmul","0001","Xpujil","31714","8037","16101","15613"
"04","Campeche","Camp.","011","Candelaria","0001","Candelaria","46913","13294","23674","23239"
"04","Campeche","Camp.","012","Seybaplaya","0001","Seybaplaya","15297","4274","7637","7660"
"05","Coahuila de Zaragoza","Coah.","001","Abasolo","0001","Abasolo","1022","363","535","487"
"05","Coahuila de Zaragoza","Coah.","002","Acuña","0001","Ciudad Acuña","163058","47246","81943","81115"
"05","Coahuila de Zaragoza","Coah.","003","Allende","0001","Allende","23056","6852","11446","11610"
"05","Coahuila de Zaragoza","Coah.","004","Arteaga","0001","Arteaga","29578","8639","14955","14623"
"05","Coahuila de Zaragoza","Coah.","005","Candela","0001","Candela","1643","471","843","800"
"05","Coahuila de Zaragoza","Coah.","006","Castaños","0001","Castaños","29128","8382","14596","14532"
"05","Coahuila de Zaragoza","Coah.","007","Cuatro Ciénegas","0001","Cuatro Ciénegas de Carranza","12715","3777","6365","6350"
"05","Coahuila de Zaragoza","Coah.","008","Escobedo","0001","Escobedo","3047","908","1529","1518"
"05","Coahuila de Zaragoza","Coah.","009","Francisco I. Madero","0001","Francisco I. Madero (Chávez)","59035","15901","29217","29818"
"05","Coahuila de Zaragoza","Coah.","010","Frontera","0001","Frontera","82409","23371","41209","41200"
"05","Coahuila de Zaragoza","Coah.","011","General Cepeda","0001","General Cepeda","11898","3407","6091","5807"
"05","Coahuila de Zaragoza","Coah.","012","Guerrero","0001","Guerrero","1643","523","883","760"
"05","Coahuila de Zaragoza","Coah.","013","Hidalgo","0001","Hidalgo","1735","492","896","839"
"05","Coahuila de Zaragoza","Coah.","014","Jiménez","0001","Jiménez","9502","2729","4857","4645"
"05","Coahuila de Zaragoza","Coah.","015","Juárez","0001","Juárez","1584","486","786","798"
"05","Coahuila de Zaragoza","Coah.","016","Lamadrid","0001","Lamadrid","1764","553","928","836"
"05","Coahuila de Zaragoza","Coah.","017","Matamoros","0001","Matamoros","118337","31207","58692","59645"
"05","Coahuila de Zaragoza","Coah.","018","Monclova","0001","Monclova","237951","69906","118058","119893"
"05","Coahuila de Zaragoza","Coah.","019","Morelos","0001","Morelos","7928","2335","3935","3993"
"05","Coahuila de Zaragoza","Coah.","020","Múzquiz","0001","Ciudad Melchor Múzquiz","71627","20663","35856","35771"
"05","Coahuila de Zaragoza","Coah.","021","Nadadores","0001","Nadadores","6539","1974","3243","3296"
"05","Coahuila de Zaragoza","Coah.","022","Nava","0001","Nava","33129","9379","16599","16530"
"05","Coahuila de Zaragoza","Coah.","023","Ocampo","0001","Ocampo","9642","2672","4992","4650"
"05","Coahuila de Zaragoza","Coah.","024","Parras","0001","Parras de la Fuente","44472","12735","22534","21938"
"05","Coahuila de Zaragoza","Coah.","025","Piedras Negras","0001","Piedras Negras","176327","51732","88711","87616"
"05","Coahuila de Zaragoza","Coah.","026","Progreso","0001","Progreso","3239","995","1634","1605"
"05","Coahuila de Zaragoza","Coah.","027","Ramos Arizpe","0001","Ramos Arizpe","122243","34397","62722","59521"
"05","Coahuila de Zaragoza","Coah.","028","Sabinas","0001","Sabinas","64811","20215","32237","32574"
"05","Coahuila de Zaragoza","Coah.","029","Sacramento","0001","Sacramento","2471","725","1242","1229"
"05","Coahuila de Zaragoza","Coah.","030","Saltillo","0001","Saltillo","879958","242663","437792","442166"
"05","Coahuila de Zaragoza","Coah.","031","San Buenaventura","0001","San Buenaventura","24759","7627","12275","12484"
"05","Coahuila de Zaragoza","Coah.","032","San Juan de Sabinas","0014","Nueva Rosita","42260","13101","20922","21338"
"05","Coahuila de Zaragoza","Coah.","033","San Pedro","0001","San Pedro","101041","26588","49949","51092"
"05","Coahuila de Zaragoza","Coah.","034","Sierra Mojada","0001","Sierra Mojada","6744","1937","3527","3217"
"05","Coahuila de Zaragoza","Coah.","035","Torreón","0001","Torreón","720848","215134","351753","369095"
"05","Coahuila de Zaragoza","Coah.","036","Viesca","0001","Viesca","20305","5356","10230","10075"
"05","Coahuila de Zaragoza","Coah.","037","Villa Unión","0001","Villa Unión","6188","1820","3130","3058"
"05","Coahuila de Zaragoza","Coah.","038","Zaragoza","0001","Zaragoza","13135","3988","6557","6578"
"06","Colima","Col.","001","Armería","0001","Ciudad de Armería","27626","8236","13940","13686"
"06","Colima","Col.","002","Colima","0001","Colima","157048","50440","76155","80893"
"06","Colima","Col.","003","Comala","0001","Comala","21661","6309","10893","10768"
"06","Colima","Col.","004","Coquimatlán","0001","Coquimatlán","20837","6192","10484","10353"
"06","Colima","Col.","005","Cuauhtémoc","0001","Cuauhtémoc","31267","9332","15729","15538"
"06","Colima","Col.","006","Ixtlahuacán","0001","Ixtlahuacán","5623","1713","2887","2736"
"06","Colima","Col.","007","Manzanillo","0001","Manzanillo","191031","59803","95117","95914"
"06","Colima","Col.","008","Minatitlán","0001","Minatitlán","10231","2914","5234","4997"
"06","Colima","Col.","009","Tecomán","0001","Tecomán","116305","33020","57829","58476"
"06","Colima","Col.","010","Villa de Álvarez","0001","Ciudad de Villa de Álvarez","149762","49091","72354","77408"
"07","Chiapas","Chis.","001","Acacoyagua","0001","Acacoyagua","17994","4416","8997","8997"
"07","Chiapas","Chis.","002","Acala","0001","Acala","21187","5431","10414","10773"
"07","Chiapas","Chis.","003","Acapetahua","0001","Acapetahua","26899","7608","13185","13714"
"07","Chiapas","Chis.","004","Altamirano","0001","Altamirano","36160","7973","18032","18128"
"07","Chiapas","Chis.","005","Amatán","0001","Amatán","24512","5665","12328","12184"
"07","Chiapas","Chis.","006","Amatenango de la Frontera","0001","Amatenango de la Frontera","31735","7580","15428","16307"
"07","Chiapas","Chis.","007","Amatenango del Valle","0001","Amatenango del Valle","11283","2561","5373","5910"
"07","Chiapas","Chis.","008","Ángel Albino Corzo","0001","Jaltenango de la Paz (Ángel Albino Corzo)","31947","7299","15905","16042"
"07","Chiapas","Chis.","009","Arriaga","0001","Arriaga","41135","12362","19954","21181"
"07","Chiapas","Chis.","010","Bejucal de Ocampo","0001","Bejucal de Ocampo","7365","1567","3652","3713"
"07","Chiapas","Chis.","011","Bella Vista","0001","Bella Vista","20157","4523","10002","10155"
"07","Chiapas","Chis.","012","Berriozábal","0001","Berriozábal","64632","16200","31914","32718"
"07","Chiapas","Chis.","013","Bochil","0001","Bochil","37263","8413","18208","19055"
"07","Chiapas","Chis.","014","El Bosque","0001","El Bosque","24273","5051","11711","12562"
"07","Chiapas","Chis.","015","Cacahoatán","0001","Cacahoatán","50112","12150","24427","25685"
"07","Chiapas","Chis.","016","Catazajá","0001","Catazajá","17619","4788","8882","8737"
"07","Chiapas","Chis.","017","Cintalapa","0001","Cintalapa de Figueroa","88106","21775","43677","44429"
"07","Chiapas","Chis.","018","Coapilla","0001","Coapilla","9900","2447","4873","5027"
"07","Chiapas","Chis.","019","Comitán de Domínguez","0001","Comitán de Domínguez","166178","44451","79440","86738"
"07","Chiapas","Chis.","020","La Concordia","0001","La Concordia","49920","12263","25133","24787"
"07","Chiapas","Chis.","021","Copainalá","0001","Copainalá","22192","6057","10846","11346"
"07","Chiapas","Chis.","022","Chalchihuitán","0001","Chalchihuitán","21915","4819","10873","11042"
"07","Chiapas","Chis.","023","Chamula","0001","Chamula","101967","22655","46948","55019"
"07","Chiapas","Chis.","024","Chanal","0001","Chanal","13678","2189","6734","6944"
"07","Chiapas","Chis.","025","Chapultenango","0001","Chapultenango","7472","1724","3735","3737"
"07","Chiapas","Chis.","026","Chenalhó","0001","Chenalhó","47371","9505","23194","24177"
"07","Chiapas","Chis.","027","Chiapa de Corzo","0001","Chiapa de Corzo","112075","29653","55166","56909"
"07","Chiapas","Chis.","028","Chiapilla","0001","Chiapilla","6156","1627","3106","3050"
"07","Chiapas","Chis.","029","Chicoasén","0001","Chicoasén","5402","1476","2701","2701"
"07","Chiapas","Chis.","030","Chicomuselo","0001","Chicomuselo","36785","8809","18139","18646"
"07","Chiapas","Chis.","031","Chilón","0001","Chilón","137262","26658","67317","69945"
"07","Chiapas","Chis.","032","Escuintla","0001","Escuintla","30896","7882","15214","15682"
"07","Chiapas","Chis.","033","Francisco León","0042","Rivera el Viejo Carmen","7245","1511","3673","3572"
"07","Chiapas","Chis.","034","Frontera Comalapa","0001","Frontera Comalapa","80897","20195","39159","41738"
"07","Chiapas","Chis.","035","Frontera Hidalgo","0001","Frontera Hidalgo","14556","3695","7176","7380"
"07","Chiapas","Chis.","036","La Grandeza","0001","La Grandeza","7701","1538","3765","3936"
"07","Chiapas","Chis.","037","Huehuetán","0001","Huehuetán","36333","9564","17711","18622"
"07","Chiapas","Chis.","038","Huixtán","0001","Huixtán","22975","4600","11264","11711"
"07","Chiapas","Chis.","039","Huitiupán","0001","Huitiupán","27893","6279","13995","13898"
"07","Chiapas","Chis.","040","Huixtla","0001","Huixtla","53242","14285","26079","27163"
"07","Chiapas","Chis.","041","La Independencia","0001","La Independencia","46409","11089","22577","23832"
"07","Chiapas","Chis.","042","Ixhuatán","0001","Ixhuatán","11377","2611","5539","5838"
"07","Chiapas","Chis.","043","Ixtacomitán","0001","Ixtacomitán","10961","2659","5419","5542"
"07","Chiapas","Chis.","044","Ixtapa","0001","Ixtapa","28999","6169","14286","14713"
"07","Chiapas","Chis.","045","Ixtapangajoya","0001","Ixtapangajoya","6284","1535","3122","3162"
"07","Chiapas","Chis.","046","Jiquipilas","0001","Jiquipilas","41063","11277","20370","20693"
"07","Chiapas","Chis.","047","Jitotol","0001","Jitotol","24966","5443","12427","12539"
"07","Chiapas","Chis.","048","Juárez","0001","Juárez","21807","6098","10772","11035"
"07","Chiapas","Chis.","049","Larráinzar","0001","Larráinzar","31259","5989","15204","16055"
"07","Chiapas","Chis.","050","La Libertad","0001","La Libertad","5232","1586","2607","2625"
"07","Chiapas","Chis.","051","Mapastepec","0001","Mapastepec","46130","12777","22781","23349"
"07","Chiapas","Chis.","052","Las Margaritas","0001","Las Margaritas","141027","28906","68891","72136"
"07","Chiapas","Chis.","053","Mazapa de Madero","0001","Mazapa de Madero","7901","1695","3895","4006"
"07","Chiapas","Chis.","054","Mazatán","0001","Mazatán","28250","7818","14017","14233"
"07","Chiapas","Chis.","055","Metapa","0001","Metapa de Domínguez","5876","1574","2756","3120"
"07","Chiapas","Chis.","056","Mitontic","0001","Mitontic","13755","2712","6733","7022"
"07","Chiapas","Chis.","057","Motozintla","0001","Motozintla de Mendoza","76398","16617","37425","38973"
"07","Chiapas","Chis.","058","Nicolás Ruíz","0001","Nicolás Ruíz","4765","1049","2440","2325"
"07","Chiapas","Chis.","059","Ocosingo","0001","Ocosingo","234661","46891","115769","118892"
"07","Chiapas","Chis.","060","Ocotepec","0001","Ocotepec","14088","2929","6879","7209"
"07","Chiapas","Chis.","061","Ocozocoautla de Espinosa","0001","Ocozocoautla de Espinosa","97397","23915","48070","49327"
"07","Chiapas","Chis.","062","Ostuacán","0001","Ostuacán","18469","4487","9188","9281"
"07","Chiapas","Chis.","063","Osumacinta","0001","Osumacinta","3983","1042","1979","2004"
"07","Chiapas","Chis.","064","Oxchuc","0001","Oxchuc","54932","10105","27514","27418"
"07","Chiapas","Chis.","065","Palenque","0001","Palenque","132265","33719","65076","67189"
"07","Chiapas","Chis.","066","Pantelhó","0001","Pantelhó","26391","4931","12950","13441"
"07","Chiapas","Chis.","067","Pantepec","0001","Pantepec","12266","2938","6054","6212"
"07","Chiapas","Chis.","068","Pichucalco","0001","Pichucalco","31919","8604","15652","16267"
"07","Chiapas","Chis.","069","Pijijiapan","0001","Pijijiapan","51193","14937","25111","26082"
"07","Chiapas","Chis.","070","El Porvenir","0001","El Porvenir de Velasco Suárez","12263","2403","6104","6159"
"07","Chiapas","Chis.","071","Villa Comaltitlán","0001","Villa Comaltitlán","30297","7682","15578","14719"
"07","Chiapas","Chis.","072","Pueblo Nuevo Solistahuacán","0001","Pueblo Nuevo Solistahuacán","29636","6506","14432","15204"
"07","Chiapas","Chis.","073","Rayón","0001","Rayón","10866","2407","5348","5518"
"07","Chiapas","Chis.","074","Reforma","0001","Reforma","44829","12523","21908","22921"
"07","Chiapas","Chis.","075","Las Rosas","0001","Las Rosas","28829","7232","14134","14695"
"07","Chiapas","Chis.","076","Sabanilla","0001","Sabanilla","29889","6775","14921","14968"
"07","Chiapas","Chis.","077","Salto de Agua","0001","Salto de Agua","64251","14760","31846","32405"
"07","Chiapas","Chis.","078","San Cristóbal de las Casas","0001","San Cristóbal de las Casas","215874","52718","102292","113582"
"07","Chiapas","Chis.","079","San Fernando","0001","San Fernando","41793","10483","20872","20921"
"07","Chiapas","Chis.","080","Siltepec","0001","Siltepec","25937","5208","13026","12911"
"07","Chiapas","Chis.","081","Simojovel","0001","Simojovel de Allende","52935","10718","25888","27047"
"07","Chiapas","Chis.","082","Sitalá","0001","Sitalá","15518","3222","7624","7894"
"07","Chiapas","Chis.","083","Socoltenango","0001","Socoltenango","19092","5061","9413","9679"
"07","Chiapas","Chis.","084","Solosuchiapa","0001","Solosuchiapa","8561","2060","4344","4217"
"07","Chiapas","Chis.","085","Soyaló","0001","Soyaló","10890","2567","5465","5425"
"07","Chiapas","Chis.","086","Suchiapa","0001","Suchiapa","25627","6362","12756","12871"
"07","Chiapas","Chis.","087","Suchiate","0001","Ciudad Hidalgo","41672","11045","20481","21191"
"07","Chiapas","Chis.","088","Sunuapa","0001","Sunuapa","2308","561","1175","1133"
"07","Chiapas","Chis.","089","Tapachula","0001","Tapachula de Córdova y Ordóñez","353706","96307","171610","182096"
"07","Chiapas","Chis.","090","Tapalapa","0001","Tapalapa","4547","1102","2209","2338"
"07","Chiapas","Chis.","091","Tapilula","0001","Tapilula","13592","3462","6562","7030"
"07","Chiapas","Chis.","092","Tecpatán","0001","Tecpatán","21426","5804","10664","10762"
"07","Chiapas","Chis.","093","Tenejapa","0001","Tenejapa","48162","9207","23308","24854"
"07","Chiapas","Chis.","094","Teopisca","0001","Teopisca","49499","11179","23944","25555"
"07","Chiapas","Chis.","096","Tila","0001","Tila","83505","17999","41701","41804"
"07","Chiapas","Chis.","097","Tonalá","0001","Tonalá","91913","25574","45281","46632"
"07","Chiapas","Chis.","098","Totolapa","0001","Totolapa","7211","1735","3640","3571"
"07","Chiapas","Chis.","099","La Trinitaria","0001","La Trinitaria","83111","20865","40112","42999"
"07","Chiapas","Chis.","100","Tumbalá","0001","Tumbalá","38025","7972","18507","19518"
"07","Chiapas","Chis.","101","Tuxtla Gutiérrez","0001","Tuxtla Gutiérrez","604147","166210","287524","316623"
"07","Chiapas","Chis.","102","Tuxtla Chico","0001","Tuxtla Chico","41024","10633","19777","21247"
"07","Chiapas","Chis.","103","Tuzantán","0001","Tuzantán","30302","7711","14900","15402"
"07","Chiapas","Chis.","104","Tzimol","0001","Tzimol","16560","4671","8118","8442"
"07","Chiapas","Chis.","105","Unión Juárez","0001","Unión Juárez","16008","3938","7847","8161"
"07","Chiapas","Chis.","106","Venustiano Carranza","0001","Venustiano Carranza","67292","17906","33499","33793"
"07","Chiapas","Chis.","107","Villa Corzo","0001","Villa Corzo","65643","16824","32345","33298"
"07","Chiapas","Chis.","108","Villaflores","0001","Villaflores","109536","29277","53808","55728"
"07","Chiapas","Chis.","109","Yajalón","0001","Yajalón","40285","8753","19590","20695"
"07","Chiapas","Chis.","110","San Lucas","0001","San Lucas","7526","1831","3792","3734"
"07","Chiapas","Chis.","111","Zinacantán","0001","Zinacantán","45373","9129","21115","24258"
"07","Chiapas","Chis.","112","San Juan Cancuc","0001","San Juan Cancuc","37948","6960","18517","19431"
"07","Chiapas","Chis.","113","Aldama","0001","Aldama","8480","1653","4040","4440"
"07","Chiapas","Chis.","114","Benemérito de las Américas","0001","Benemérito de las Américas","23603","5476","11814","11789"
"07","Chiapas","Chis.","115","Maravilla Tenejapa","0001","Maravilla Tenejapa","14714","2952","7332","7382"
"07","Chiapas","Chis.","116","Marqués de Comillas","0001","Zamora Pico de Oro","12892","2898","6498","6394"
"07","Chiapas","Chis.","117","Montecristo de Guerrero","0001","Montecristo de Guerrero","8412","1829","4215","4197"
"07","Chiapas","Chis.","118","San Andrés Duraznal","0001","San Andrés Duraznal","6047","1311","2928","3119"
"07","Chiapas","Chis.","119","Santiago el Pinar","0001","Santiago el Pinar","4959","911","2451","2508"
"07","Chiapas","Chis.","120","Capitán Luis Ángel Vidal","0001","Capitán Luis Ángel Vidal","4315","805","2274","2041"
"07","Chiapas","Chis.","121","Rincón Chamula San Pedro","0001","Rincón Chamula","8718","1847","4027","4691"
"07","Chiapas","Chis.","122","El Parral","0001","El Parral","15587","4266","7591","7996"
"07","Chiapas","Chis.","123","Emiliano Zapata","0001","20 de Noviembre","10783","2839","5371","5412"
"07","Chiapas","Chis.","124","Mezcalapa","0001","Raudales Malpaso","23847","5811","11699","12148"
"07","Chiapas","Chis.","125","Honduras de la Sierra","0001","Honduras de la Sierra","11650","2344","5897","5753"
"08","Chihuahua","Chih.","001","Ahumada","0001","Miguel Ahumada","14635","4228","7377","7258"
"08","Chihuahua","Chih.","002","Aldama","0001","Juan Aldama","26047","8242","12842","13205"
"08","Chihuahua","Chih.","003","Allende","0001","Valle de Ignacio Allende","8487","2746","4256","4231"
"08","Chihuahua","Chih.","004","Aquiles Serdán","0001","Santa Eulalia","24344","7104","13494","10850"
"08","Chihuahua","Chih.","005","Ascensión","0001","Ascensión","26093","7925","13231","12862"
"08","Chihuahua","Chih.","006","Bachíniva","0001","Bachíniva","5807","2003","2942","2865"
"08","Chihuahua","Chih.","007","Balleza","0001","Mariano Balleza","16440","4319","8142","8298"
"08","Chihuahua","Chih.","008","Batopilas de Manuel Gómez Morín","0001","Batopilas de Manuel Gómez Morín","11270","2825","5597","5673"
"08","Chihuahua","Chih.","009","Bocoyna","0001","Bocoyna","23351","7560","10978","12373"
"08","Chihuahua","Chih.","010","Buenaventura","0001","San Buenaventura","25146","7829","12509","12637"
"08","Chihuahua","Chih.","011","Camargo","0001","Santa Rosalía de Camargo","49499","15683","24447","25052"
"08","Chihuahua","Chih.","012","Carichí","0001","Carichí","8113","2233","3996","4117"
"08","Chihuahua","Chih.","013","Casas Grandes","0001","Casas Grandes","11815","3709","6025","5790"
"08","Chihuahua","Chih.","014","Coronado","0001","José Esteban Coronado","2034","673","1059","975"
"08","Chihuahua","Chih.","015","Coyame del Sotol","0001","Santiago de Coyame","1230","445","633","597"
"08","Chihuahua","Chih.","016","La Cruz","0001","La Cruz","3704","1167","1881","1823"
"08","Chihuahua","Chih.","017","Cuauhtémoc","0001","Cuauhtémoc","180638","56947","88417","92221"
"08","Chihuahua","Chih.","018","Cusihuiriachi","0001","Cusihuiriachi","5099","1700","2660","2439"
"08","Chihuahua","Chih.","019","Chihuahua","0001","Chihuahua","937674","300900","457240","480434"
"08","Chihuahua","Chih.","020","Chínipas","0001","Chínipas de Almada","6222","1790","3156","3066"
"08","Chihuahua","Chih.","021","Delicias","0001","Delicias","150506","47701","73827","76679"
"08","Chihuahua","Chih.","022","Dr. Belisario Domínguez","0001","San Lorenzo","2456","958","1244","1212"
"08","Chihuahua","Chih.","023","Galeana","0001","Hermenegildo Galeana","6656","1821","3299","3357"
"08","Chihuahua","Chih.","024","Santa Isabel","0001","Santa Isabel","3791","1290","1864","1927"
"08","Chihuahua","Chih.","025","Gómez Farías","0001","Valentín Gómez Farías","7023","2550","3465","3558"
"08","Chihuahua","Chih.","026","Gran Morelos","0001","San Nicolás de Carretas","2448","913","1251","1197"
"08","Chihuahua","Chih.","027","Guachochi","0001","Guachochi","50180","13522","24298","25882"
"08","Chihuahua","Chih.","028","Guadalupe","0001","Guadalupe","4237","1366","2133","2104"
"08","Chihuahua","Chih.","029","Guadalupe y Calvo","0001","Guadalupe y Calvo","50514","12232","25178","25336"
"08","Chihuahua","Chih.","030","Guazapares","0001","Témoris","8196","2223","4105","4091"
"08","Chihuahua","Chih.","031","Guerrero","0001","Vicente Guerrero","35473","11829","17702","17771"
"08","Chihuahua","Chih.","032","Hidalgo del Parral","0001","Hidalgo del Parral","116662","34430","56247","60415"
"08","Chihuahua","Chih.","033","Huejotitán","0001","Huejotitán","824","281","411","413"
"08","Chihuahua","Chih.","034","Ignacio Zaragoza","0001","Ignacio Zaragoza","5196","1953","2605","2591"
"08","Chihuahua","Chih.","035","Janos","0001","Janos","11005","3238","5760","5245"
"08","Chihuahua","Chih.","036","Jiménez","0001","José Mariano Jiménez","40859","11839","20188","20671"
"08","Chihuahua","Chih.","037","Juárez","0001","Juárez","1512450","449602","756977","755473"
"08","Chihuahua","Chih.","038","Julimes","0001","Julimes","4980","1686","2517","2463"
"08","Chihuahua","Chih.","039","López","0001","Octaviano López","4122","1287","2117","2005"
"08","Chihuahua","Chih.","040","Madera","0001","Madera","25144","8133","12406","12738"
"08","Chihuahua","Chih.","041","Maguarichi","0001","Maguarichi","1302","453","621","681"
"08","Chihuahua","Chih.","042","Manuel Benavides","0001","Manuel Benavides","1178","469","626","552"
"08","Chihuahua","Chih.","043","Matachí","0001","Matachí","2742","990","1414","1328"
"08","Chihuahua","Chih.","044","Matamoros","0001","Mariano Matamoros","4314","1375","2163","2151"
"08","Chihuahua","Chih.","045","Meoqui","0001","Pedro Meoqui","44853","13843","22381","22472"
"08","Chihuahua","Chih.","046","Morelos","0001","Morelos","7266","1874","3665","3601"
"08","Chihuahua","Chih.","047","Moris","0001","Moris","4447","1344","2334","2113"
"08","Chihuahua","Chih.","048","Namiquipa","0001","Namiquipa","22712","7750","11390","11322"
"08","Chihuahua","Chih.","049","Nonoava","0001","Nonoava","2757","841","1377","1380"
"08","Chihuahua","Chih.","050","Nuevo Casas Grandes","0001","Nuevo Casas Grandes","65753","20945","32139","33614"
"08","Chihuahua","Chih.","051","Ocampo","0001","Melchor Ocampo","8127","2379","4110","4017"
"08","Chihuahua","Chih.","052","Ojinaga","0001","Manuel Ojinaga","24534","8223","12193","12341"
"08","Chihuahua","Chih.","053","Praxedis G. Guerrero","0001","Praxedis G. Guerrero","5111","1679","2599","2512"
"08","Chihuahua","Chih.","054","Riva Palacio","0001","San Andrés","7695","2180","3893","3802"
"08","Chihuahua","Chih.","055","Rosales","0001","Santa Cruz de Rosales","16776","5321","8415","8361"
"08","Chihuahua","Chih.","056","Rosario","0001","Valle del Rosario","2079","681","1082","997"
"08","Chihuahua","Chih.","057","San Francisco de Borja","0001","San Francisco de Borja","2197","800","1152","1045"
"08","Chihuahua","Chih.","058","San Francisco de Conchos","0001","San Francisco de Conchos","2696","929","1401","1295"
"08","Chihuahua","Chih.","059","San Francisco del Oro","0001","San Francisco del Oro","5004","1559","2484","2520"
"08","Chihuahua","Chih.","060","Santa Bárbara","0001","Santa Bárbara","11582","3453","5817","5765"
"08","Chihuahua","Chih.","061","Satevó","0001","San Francisco Javier de Satevó","3414","1222","1805","1609"
"08","Chihuahua","Chih.","062","Saucillo","0001","Saucillo","29862","9048","14828","15034"
"08","Chihuahua","Chih.","063","Temósachic","0001","Temósachic","5320","1862","2666","2654"
"08","Chihuahua","Chih.","064","El Tule","0001","El Tule","1448","472","726","722"
"08","Chihuahua","Chih.","065","Urique","0001","Urique","17043","4794","8358","8685"
"08","Chihuahua","Chih.","066","Uruachi","0001","Uruachi","6512","1882","3288","3224"
"08","Chihuahua","Chih.","067","Valle de Zaragoza","0001","Valle de Zaragoza","4775","1665","2419","2356"
"09","Ciudad de México","CDMX","002","Azcapotzalco","","","432205","134204","204950","227255"
"09","Ciudad de México","CDMX","003","Coyoacán","","","614447","191646","289110","325337"
"09","Ciudad de México","CDMX","004","Cuajimalpa de Morelos","","","217686","60442","104149","113537"
"09","Ciudad de México","CDMX","005","Gustavo A. Madero","","","1173351","340301","563874","609477"
"09","Ciudad de México","CDMX","006","Iztacalco","","","404695","117740","192352","212343"
"09","Ciudad de México","CDMX","007","Iztapalapa","","","1835486","504456","887651","947835"
"09","Ciudad de México","CDMX","008","La Magdalena Contreras","","","247622","68107","118287","129335"
"09","Ciudad de México","CDMX","009","Milpa Alta","","","152685","39101","74371","78314"
"09","Ciudad de México","CDMX","010","Álvaro Obregón","","","759137","219445","361007","398130"
"09","Ciudad de México","CDMX","011","Tláhuac","","","392313","106964","190190","202123"
"09","Ciudad de México","CDMX","012","Tlalpan","","","699928","202483","334877","365051"
"09","Ciudad de México","CDMX","013","Xochimilco","","","442178","117159","215452","226726"
"09","Ciudad de México","CDMX","014","Benito Juárez","","","434153","176175","202121","232032"
"09","Ciudad de México","CDMX","015","Cuauhtémoc","","","545884","196593","260951","284933"
"09","Ciudad de México","CDMX","016","Miguel Hidalgo","","","414470","146828","195467","219003"
"09","Ciudad de México","CDMX","017","Venustiano Carranza","","","443704","135789","210118","233586"
"10","Durango","Dgo.","001","Canatlán","0001","Canatlán","31454","8733","15651","15803"
